"kooskolastaja";"tahtaeg";"vastamisaeg";"markused";"aktinimi";"link"
"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"";"Välismaalaste seaduse, Euroopa Liidu kodaniku seaduse ja isikut tõendavate dokumentide seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/a7027f17-fe0c-439c-a2be-8e249cb69c28?activity=1"
"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"";"Välismaalaste seaduse, Euroopa Liidu kodaniku seaduse ja isikut tõendavate dokumentide seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/a7027f17-fe0c-439c-a2be-8e249cb69c28?activity=1"
"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"";"Välismaalaste seaduse, Euroopa Liidu kodaniku seaduse ja isikut tõendavate dokumentide seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/a7027f17-fe0c-439c-a2be-8e249cb69c28?activity=1"
"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"";"Välismaalaste seaduse, Euroopa Liidu kodaniku seaduse ja isikut tõendavate dokumentide seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/a7027f17-fe0c-439c-a2be-8e249cb69c28?activity=1"
"Haridus- ja Teadusministeerium";"Tähtaeg: 19.04.2016 23:59";"Tähtaeg ületatud";"";"Välismaalaste seaduse muutmise ja sellega seonduvalt teiste seaduste muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/763e539c-19f9-4846-9358-80c828c4a788?activity=2"
"Rahandusministeerium";"Tähtaeg: 19.04.2016 23:59";"Vastatud: 04.05.2016 07:32";"Kooskõlastatud märkustega";"Välismaalaste seaduse muutmise ja sellega seonduvalt teiste seaduste muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/763e539c-19f9-4846-9358-80c828c4a788?activity=2"
"Maaeluministeerium";"Tähtaeg: 19.04.2016 23:59";"Vastatud: 20.04.2016 16:26";"Kooskõlastatud märkustega";"Välismaalaste seaduse muutmise ja sellega seonduvalt teiste seaduste muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/763e539c-19f9-4846-9358-80c828c4a788?activity=2"
"Sotsiaalministeerium";"Tähtaeg: 19.04.2016 23:59";"Tähtaeg ületatud";"";"Välismaalaste seaduse muutmise ja sellega seonduvalt teiste seaduste muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/763e539c-19f9-4846-9358-80c828c4a788?activity=2"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 19.04.2016 23:59";"Vastatud: 25.04.2016 15:35";"Kooskõlastatud märkustega";"Välismaalaste seaduse muutmise ja sellega seonduvalt teiste seaduste muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/763e539c-19f9-4846-9358-80c828c4a788?activity=2"
"Välisministeerium";"Tähtaeg: 19.04.2016 23:59";"Tähtaeg ületatud";"";"Välismaalaste seaduse muutmise ja sellega seonduvalt teiste seaduste muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/763e539c-19f9-4846-9358-80c828c4a788?activity=2"
"Justiitsministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Välismaalaste seaduse muutmise ja sellega seonduvalt teiste seaduste muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/763e539c-19f9-4846-9358-80c828c4a788?activity=2"
"Justiitsministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Rahandusministri 29. aprilli 2003. a määruse nr 64„Nõuded Tagatisfondi majandusaasta aruande sisule 64„Nõuded Tagatisfondi majandusaasta aruande sisule ja koostamisele“ muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/26398b79-fe16-4b12-94c2-6449021363f6?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 16.05.2016 23:59";"Edastatud";"";"Rahandusministri 29. aprilli 2003. a määruse nr 64„Nõuded Tagatisfondi majandusaasta aruande sisule 64„Nõuded Tagatisfondi majandusaasta aruande sisule ja koostamisele“ muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/26398b79-fe16-4b12-94c2-6449021363f6?activity=1"
"Rahandusministeerium";"Tähtaeg: 19.01.2016 23:59";"Vastatud: 03.02.2016 10:05";"Kooskõlastatud märkustega";"Isikut tõendavate dokumentide seaduse, krediidiasutuste seaduse ning rahapesu ja terrorismi rahastamise tõkestamise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/7f3405e2-befd-44de-a1c3-f3c384734843?activity=2"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 19.01.2016 23:59";"Vastatud: 25.01.2016 15:57";"Kooskõlastatud märkustega";"Isikut tõendavate dokumentide seaduse, krediidiasutuste seaduse ning rahapesu ja terrorismi rahastamise tõkestamise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/7f3405e2-befd-44de-a1c3-f3c384734843?activity=2"
"Välisministeerium";"Tähtaeg: 19.01.2016 23:59";"Vastatud: 12.01.2016 09:02";"Kooskõlastatud märkustega";"Isikut tõendavate dokumentide seaduse, krediidiasutuste seaduse ning rahapesu ja terrorismi rahastamise tõkestamise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/7f3405e2-befd-44de-a1c3-f3c384734843?activity=2"
"Justiitsministeerium";"Tähtaeg: 16.03.2016 23:59";"Vastatud: 24.03.2016 16:33";"Kooskõlastatud märkustega";"Isikut tõendavate dokumentide seaduse, krediidiasutuste seaduse ning rahapesu ja terrorismi rahastamise tõkestamise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/7f3405e2-befd-44de-a1c3-f3c384734843?activity=2"
"Rahandusministeerium";"Tähtaeg: 19.01.2016 23:59";"Vastatud: 03.02.2016 10:05";"Kooskõlastatud märkustega";"Isikut tõendavate dokumentide seaduse, krediidiasutuste seaduse ning rahapesu ja terrorismi rahastamise tõkestamise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/7f3405e2-befd-44de-a1c3-f3c384734843?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 19.01.2016 23:59";"Vastatud: 25.01.2016 15:57";"Kooskõlastatud märkustega";"Isikut tõendavate dokumentide seaduse, krediidiasutuste seaduse ning rahapesu ja terrorismi rahastamise tõkestamise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/7f3405e2-befd-44de-a1c3-f3c384734843?activity=1"
"Välisministeerium";"Tähtaeg: 19.01.2016 23:59";"Vastatud: 12.01.2016 09:02";"Kooskõlastatud märkustega";"Isikut tõendavate dokumentide seaduse, krediidiasutuste seaduse ning rahapesu ja terrorismi rahastamise tõkestamise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/7f3405e2-befd-44de-a1c3-f3c384734843?activity=1"
"Justiitsministeerium";"Tähtaeg: 16.03.2016 23:59";"Vastatud: 24.03.2016 16:33";"Kooskõlastatud märkustega";"Isikut tõendavate dokumentide seaduse, krediidiasutuste seaduse ning rahapesu ja terrorismi rahastamise tõkestamise seaduse muutmise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/7f3405e2-befd-44de-a1c3-f3c384734843?activity=1"
"Haridus- ja Teadusministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetmes „Ettevõtete energia- ja ressursitõhusus„ tegevuse „Energia- ja ressursiauditite läbiviimine” jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/f19c182d-7baa-448a-848c-59cc92854fdf?activity=1"
"Rahandusministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetmes „Ettevõtete energia- ja ressursitõhusus„ tegevuse „Energia- ja ressursiauditite läbiviimine” jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/f19c182d-7baa-448a-848c-59cc92854fdf?activity=1"
"Maaeluministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetmes „Ettevõtete energia- ja ressursitõhusus„ tegevuse „Energia- ja ressursiauditite läbiviimine” jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/f19c182d-7baa-448a-848c-59cc92854fdf?activity=1"
"Kultuuriministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetmes „Ettevõtete energia- ja ressursitõhusus„ tegevuse „Energia- ja ressursiauditite läbiviimine” jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/f19c182d-7baa-448a-848c-59cc92854fdf?activity=1"
"Sotsiaalministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetmes „Ettevõtete energia- ja ressursitõhusus„ tegevuse „Energia- ja ressursiauditite läbiviimine” jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/f19c182d-7baa-448a-848c-59cc92854fdf?activity=1"
"Siseministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetmes „Ettevõtete energia- ja ressursitõhusus„ tegevuse „Energia- ja ressursiauditite läbiviimine” jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/f19c182d-7baa-448a-848c-59cc92854fdf?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Toetuse andmise tingimused meetmes „Ettevõtete energia- ja ressursitõhusus„ tegevuse „Energia- ja ressursiauditite läbiviimine” jaoks avatud taotlemise korral";"https://eelnoud.valitsus.ee/main/mount/docList/f19c182d-7baa-448a-848c-59cc92854fdf?activity=1"
"Sotsiaalministeerium";"Tähtaeg: 08.04.2016 23:59";"Tähtaeg ületatud";"";"Vabariigi Valitsuse 21. märtsi 2013. a määruse nr 45 \"Kaitseväeteenistuskohustuslasele ja tegevväelasele teenistusülesande täitmiseks ettenähtud tervisenõuded“ muutmine";"https://eelnoud.valitsus.ee/main/mount/docList/da19418f-346b-4632-b28f-c1ddff9ad063?activity=1"
"Rahandusministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Tänavavalgustuse taristu renoveerimise toetamise tingimused";"https://eelnoud.valitsus.ee/main/mount/docList/b8321d42-e329-4f37-b95c-a41aa92afaab?activity=1"
"Maaeluministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Tänavavalgustuse taristu renoveerimise toetamise tingimused";"https://eelnoud.valitsus.ee/main/mount/docList/b8321d42-e329-4f37-b95c-a41aa92afaab?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Tänavavalgustuse taristu renoveerimise toetamise tingimused";"https://eelnoud.valitsus.ee/main/mount/docList/b8321d42-e329-4f37-b95c-a41aa92afaab?activity=1"
"Kaitseministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=2"
"Haridus- ja Teadusministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=2"
"Rahandusministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=2"
"Maaeluministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=2"
"Kultuuriministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=2"
"Sotsiaalministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=2"
"Siseministeerium";"Tähtaeg: 26.02.2016 23:59";"Vastatud: 29.02.2016 16:05";"Kooskõlastatud märkustega";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=2"
"Keskkonnaministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=2"
"Välisministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=2"
"Justiitsministeerium";"Tähtaeg: 21.04.2016 23:59";"Vastatud: 25.04.2016 16:20";"Kooskõlastatud märkustega";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=2"
"Kaitseministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=1"
"Haridus- ja Teadusministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=1"
"Rahandusministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=1"
"Maaeluministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=1"
"Kultuuriministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=1"
"Sotsiaalministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=1"
"Siseministeerium";"Tähtaeg: 26.02.2016 23:59";"Vastatud: 29.02.2016 16:05";"Kooskõlastatud märkustega";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=1"
"Välisministeerium";"Tähtaeg: 26.02.2016 23:59";"Tähtaeg ületatud";"";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=1"
"Justiitsministeerium";"Tähtaeg: 21.04.2016 23:59";"Vastatud: 25.04.2016 16:20";"Kooskõlastatud märkustega";"Euroopa Parlamendi ja nõukogu 23. juuni 2014. a määruse nr 910/2014 „E-identimise ja e-tehingute jaoks vajalike usaldusteenuste kohta siseturul ja millega tunnistatakse kehtetuks direktiiv 1999/93 EÜ“ rakendamise seadus";"https://eelnoud.valitsus.ee/main/mount/docList/53ee7728-de3a-4a6e-abe1-537f8bad660b?activity=1"
"Rahandusministeerium";"Tähtaeg: 28.04.2016 23:59";"Tähtaeg ületatud";"";"Kaitseväe kasutamine Eesti riigi rahvusvaheliste kohustuste täitmisel rahvusvahelisel sõjalisel operatsioonil Inherent Resolve";"https://eelnoud.valitsus.ee/main/mount/docList/811480ed-57bb-447e-b2df-67d95793865a?activity=2"
"Välisministeerium";"Tähtaeg: 28.04.2016 23:59";"Vastatud: 26.04.2016 13:50";"Kooskõlastatud";"Kaitseväe kasutamine Eesti riigi rahvusvaheliste kohustuste täitmisel rahvusvahelisel sõjalisel operatsioonil Inherent Resolve";"https://eelnoud.valitsus.ee/main/mount/docList/811480ed-57bb-447e-b2df-67d95793865a?activity=2"
"Justiitsministeerium";"Tähtaeg: 05.05.2016 23:59";"Edastatud";"";"Kaitseväe kasutamine Eesti riigi rahvusvaheliste kohustuste täitmisel rahvusvahelisel sõjalisel operatsioonil Inherent Resolve";"https://eelnoud.valitsus.ee/main/mount/docList/811480ed-57bb-447e-b2df-67d95793865a?activity=2"
"Rahandusministeerium";"Tähtaeg: 28.04.2016 23:59";"Tähtaeg ületatud";"";"Kaitseväe kasutamine Eesti riigi rahvusvaheliste kohustuste täitmisel rahvusvahelisel sõjalisel operatsioonil Inherent Resolve";"https://eelnoud.valitsus.ee/main/mount/docList/811480ed-57bb-447e-b2df-67d95793865a?activity=1"
"Välisministeerium";"Tähtaeg: 28.04.2016 23:59";"Vastatud: 26.04.2016 13:50";"Kooskõlastatud";"Kaitseväe kasutamine Eesti riigi rahvusvaheliste kohustuste täitmisel rahvusvahelisel sõjalisel operatsioonil Inherent Resolve";"https://eelnoud.valitsus.ee/main/mount/docList/811480ed-57bb-447e-b2df-67d95793865a?activity=1"
"Justiitsministeerium";"Tähtaeg: 05.05.2016 23:59";"Edastatud";"";"Kaitseväe kasutamine Eesti riigi rahvusvaheliste kohustuste täitmisel rahvusvahelisel sõjalisel operatsioonil Inherent Resolve";"https://eelnoud.valitsus.ee/main/mount/docList/811480ed-57bb-447e-b2df-67d95793865a?activity=1"
"Haridus- ja Teadusministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Meetme „Tööturul osalemist toetavad hoolekandeteenused“ elluviimiseks struktuuritoetuse andmise tingimused ja kord";"https://eelnoud.valitsus.ee/main/mount/docList/2df85e38-1ef2-4d23-b1a0-6cfcbb276514?activity=1"
"Eesti Maaomavalitsuste Liit";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Meetme „Tööturul osalemist toetavad hoolekandeteenused“ elluviimiseks struktuuritoetuse andmise tingimused ja kord";"https://eelnoud.valitsus.ee/main/mount/docList/2df85e38-1ef2-4d23-b1a0-6cfcbb276514?activity=1"
"Rahandusministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Meetme „Tööturul osalemist toetavad hoolekandeteenused“ elluviimiseks struktuuritoetuse andmise tingimused ja kord";"https://eelnoud.valitsus.ee/main/mount/docList/2df85e38-1ef2-4d23-b1a0-6cfcbb276514?activity=1"
"Riigikantselei";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Meetme „Tööturul osalemist toetavad hoolekandeteenused“ elluviimiseks struktuuritoetuse andmise tingimused ja kord";"https://eelnoud.valitsus.ee/main/mount/docList/2df85e38-1ef2-4d23-b1a0-6cfcbb276514?activity=1"
"Siseministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Meetme „Tööturul osalemist toetavad hoolekandeteenused“ elluviimiseks struktuuritoetuse andmise tingimused ja kord";"https://eelnoud.valitsus.ee/main/mount/docList/2df85e38-1ef2-4d23-b1a0-6cfcbb276514?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Meetme „Tööturul osalemist toetavad hoolekandeteenused“ elluviimiseks struktuuritoetuse andmise tingimused ja kord";"https://eelnoud.valitsus.ee/main/mount/docList/2df85e38-1ef2-4d23-b1a0-6cfcbb276514?activity=1"
"Eesti Linnade Liit";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Meetme „Tööturul osalemist toetavad hoolekandeteenused“ elluviimiseks struktuuritoetuse andmise tingimused ja kord";"https://eelnoud.valitsus.ee/main/mount/docList/2df85e38-1ef2-4d23-b1a0-6cfcbb276514?activity=1"
"Kaitseministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Riigieksamite vormid ja ajad, ühtsete põhikooli lõpueksamite ning tasemetööde õppeained, vormid ja ajad 2016/2017. õppeaastal";"https://eelnoud.valitsus.ee/main/mount/docList/0f864b18-261d-4d55-ad6b-b70b58ac0b4d?activity=1"
"Rahandusministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Riigieksamite vormid ja ajad, ühtsete põhikooli lõpueksamite ning tasemetööde õppeained, vormid ja ajad 2016/2017. õppeaastal";"https://eelnoud.valitsus.ee/main/mount/docList/0f864b18-261d-4d55-ad6b-b70b58ac0b4d?activity=1"
"Justiitsministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Riigieksamite vormid ja ajad, ühtsete põhikooli lõpueksamite ning tasemetööde õppeained, vormid ja ajad 2016/2017. õppeaastal";"https://eelnoud.valitsus.ee/main/mount/docList/0f864b18-261d-4d55-ad6b-b70b58ac0b4d?activity=1"
"Maaeluministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Riigieksamite vormid ja ajad, ühtsete põhikooli lõpueksamite ning tasemetööde õppeained, vormid ja ajad 2016/2017. õppeaastal";"https://eelnoud.valitsus.ee/main/mount/docList/0f864b18-261d-4d55-ad6b-b70b58ac0b4d?activity=1"
"Kultuuriministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Riigieksamite vormid ja ajad, ühtsete põhikooli lõpueksamite ning tasemetööde õppeained, vormid ja ajad 2016/2017. õppeaastal";"https://eelnoud.valitsus.ee/main/mount/docList/0f864b18-261d-4d55-ad6b-b70b58ac0b4d?activity=1"
"Sotsiaalministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Riigieksamite vormid ja ajad, ühtsete põhikooli lõpueksamite ning tasemetööde õppeained, vormid ja ajad 2016/2017. õppeaastal";"https://eelnoud.valitsus.ee/main/mount/docList/0f864b18-261d-4d55-ad6b-b70b58ac0b4d?activity=1"
"Siseministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Riigieksamite vormid ja ajad, ühtsete põhikooli lõpueksamite ning tasemetööde õppeained, vormid ja ajad 2016/2017. õppeaastal";"https://eelnoud.valitsus.ee/main/mount/docList/0f864b18-261d-4d55-ad6b-b70b58ac0b4d?activity=1"
"Majandus- ja Kommunikatsiooniministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Riigieksamite vormid ja ajad, ühtsete põhikooli lõpueksamite ning tasemetööde õppeained, vormid ja ajad 2016/2017. õppeaastal";"https://eelnoud.valitsus.ee/main/mount/docList/0f864b18-261d-4d55-ad6b-b70b58ac0b4d?activity=1"
"Keskkonnaministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Riigieksamite vormid ja ajad, ühtsete põhikooli lõpueksamite ning tasemetööde õppeained, vormid ja ajad 2016/2017. õppeaastal";"https://eelnoud.valitsus.ee/main/mount/docList/0f864b18-261d-4d55-ad6b-b70b58ac0b4d?activity=1"
"Välisministeerium";"Tähtaeg: 12.05.2016 23:59";"Edastatud";"";"Riigieksamite vormid ja ajad, ühtsete põhikooli lõpueksamite ning tasemetööde õppeained, vormid ja ajad 2016/2017. õppeaastal";"https://eelnoud.valitsus.ee/main/mount/docList/0f864b18-261d-4d55-ad6b-b70b58ac0b4d?activity=1"
